state,district,year,annual_rainfall_mm
Rajasthan,KARAULI,2021,707.5
Rajasthan,KARAULI,2022,632.1
Rajasthan,KOTA,2019,898.5
Rajasthan,KOTA,2020,848.5
Rajasthan,KOTA,2021,819.9
Rajasthan,KOTA,2022,771.3
Rajasthan,Karauli,2023,684.3
Rajasthan,Kota,2023,726.7
Rajasthan,NAGAUR,2019,414.3
Rajasthan,NAGAUR,2020,420.2
Rajasthan,NAGAUR,2021,380.9
Rajasthan,NAGAUR,2022,361.1
Rajasthan,Nagaur,2019,451.1
Rajasthan,Nagaur,2023,361.2
Rajasthan,PALI,2019,522.1
Rajasthan,PALI,2020,543.1
Rajasthan,PALI,2021,478.4
Rajasthan,PALI,2022,469.2
Rajasthan,PRATAPGARH,2019,992.8
Rajasthan,PRATAPGARH,2020,1027.2
Rajasthan,PRATAPGARH,2021,890.6
Rajasthan,PRATAPGARH,2022,848.2
Rajasthan,Pali,2021,500.4
Rajasthan,Pali,2023,440.1
Rajasthan,Pratapgarh,2022,889.9
Rajasthan,Pratapgarh,2023,879.1
Rajasthan,RAJSAMAND,2019,600.6
Rajasthan,RAJSAMAND,2020,628.6
Rajasthan,RAJSAMAND,2021,522.7
Rajasthan,RAJSAMAND,2022,529.8
Rajasthan,Rajsamand,2023,545.4
Rajasthan,SAWAI MADHOPUR,2019,797.9
Rajasthan,SAWAI MADHOPUR,2020,820.2
Rajasthan,SAWAI MADHOPUR,2021,681.8
Rajasthan,SAWAI MADHOPUR,2022,672.2
Rajasthan,SIKAR,2019,497.9
Rajasthan,SIKAR,2020,517.2
Rajasthan,SIKAR,2021,481.3
Rajasthan,SIKAR,2022,425.4
Rajasthan,SIROHI,2019,1020.2
Rajasthan,SIROHI,2020,965.5
Rajasthan,SIROHI,2022,864.2
Rajasthan,Sawai Madhopur,2023,675.3
Rajasthan,Sikar,2023,456.6
Rajasthan,Sirohi,2021,914.1
Rajasthan,Sirohi,2023,845.7
Rajasthan,TONK,2019,649.2
Rajasthan,TONK,2020,645.8
Rajasthan,TONK,2021,591.1
Rajasthan,TONK,2022,562.7
Rajasthan,Tonk,2023,597.3
Rajasthan,UDAIPUR,2019,708.0
Rajasthan,UDAIPUR,2020,698.9
Rajasthan,UDAIPUR,2021,608.9
Rajasthan,UDAIPUR,2022,623.0
Rajasthan,Udaipur,2022,614.7
Rajasthan,Udaipur,2023,575.3
Tamil Nadu,0gapatti0m,2019,1078.0
Tamil Nadu,0makkal,2019,1060.6
Tamil Nadu,Ariyalur,2019,1129.7
Tamil Nadu,Ariyalur,2022,1003.3
Tamil Nadu,Ariyalur,2023,1006.0
Tamil Nadu,CHENNAI,2022,1203.1
Tamil Nadu,COIMBATORE,2019,792.0
Tamil Nadu,CUDDALORE,2022,1174.0
Tamil Nadu,Chen0i,2019,1073.9
Tamil Nadu,Chennai,2020,1437.9
Tamil Nadu,Chennai,2021,1299.4
Tamil Nadu,Chennai,2022,1263.5
Tamil Nadu,Chennai,2023,1250.4
Tamil Nadu,Coimbatore,2022,619.6
Tamil Nadu,Coimbatore,2023,648.8
Tamil Nadu,Cuddalore,2019,1368.0
Tamil Nadu,Cuddalore,2021,1189.8
Tamil Nadu,Cuddalore,2022,1083.5
Tamil Nadu,Cuddalore,2023,1166.8
Tamil Nadu,DHARMAPURI,2019,962.7
Tamil Nadu,Dharmapuri,2019,968.4
Tamil Nadu,Dharmapuri,2021,863.1
Tamil Nadu,Dharmapuri,2022,833.6
Tamil Nadu,Dharmapuri,2023,869.7
Tamil Nadu,Dindigul,2019,1025.8
Tamil Nadu,Dindigul,2021,894.2
Tamil Nadu,Dindigul,2022,907.9
Tamil Nadu,Dindigul,2023,908.1
Tamil Nadu,Dindugal,2021,985.6
Tamil Nadu,Erode,2019,753.0
Tamil Nadu,Erode,2022,657.5
Tamil Nadu,Erode,2023,692.8
Tamil Nadu,KANCHEEPURAM,2019,1084.7
Tamil Nadu,KANYAKUMARI,2019,1365.0
Tamil Nadu,KARUR,2019,689.2
Tamil Nadu,Kancheepuram,2019,1052.2
Tamil Nadu,Kancheepuram,2020,1089.2
Tamil Nadu,Kancheepuram,2021,954.1
Tamil Nadu,Kancheepuram,2022,902.2
Tamil Nadu,Kancheepuram,2023,866.8
Tamil Nadu,Kanyakumari,2021,1309.7
Tamil Nadu,Kanyakumari,2022,1263.8
Tamil Nadu,Kanyakumari,2023,1209.7
Tamil Nadu,Karur,2022,632.7
Tamil Nadu,Karur,2023,644.3
Tamil Nadu,Krish0giri,2019,1024.7
Tamil Nadu,Krishnagiri,2021,844.2
Tamil Nadu,Krishnagiri,2022,782.6
Tamil Nadu,Krishnagiri,2023,823.1
Tamil Nadu,Madurai,2019,1028.6
Tamil Nadu,Madurai,2021,931.0
Tamil Nadu,Madurai,2022,898.2
Tamil Nadu,Madurai,2023,863.2
Tamil Nadu,Nagapattinam,2022,1364.1
Tamil Nadu,Nagapattinam,2023,1314.0
Tamil Nadu,Namakkal,2022,720.3
Tamil Nadu,Namakkal,2023,760.4
Tamil Nadu,Nilgiris,2022,1473.3
Tamil Nadu,Nilgiris,2023,1405.1
Tamil Nadu,Perambalur,2019,982.0
Tamil Nadu,Perambalur,2022,843.1
Tamil Nadu,Perambalur,2023,792.1
Tamil Nadu,Pudukkottai,2019,1023.3
Tamil Nadu,Pudukkottai,2022,804.2
Tamil Nadu,Pudukkottai,2023,809.3
Tamil Nadu,RAMANATHAPURAMTHIRUPPULLANI,2022,873.9
Tamil Nadu,Rama0thapuram,2019,1097.6
Tamil Nadu,Ramanathapuram,2022,916.3
Tamil Nadu,Ramanathapuram,2023,871.0
Tamil Nadu,Ranipet,2020,1040.2
Tamil Nadu,Salem,2019,1110.3
Tamil Nadu,Salem,2021,946.8
Tamil Nadu,Salem,2022,973.9
Tamil Nadu,Salem,2023,966.5
Tamil Nadu,Sivaganga,2019,960.6
Tamil Nadu,Sivaganga,2022,858.8
Tamil Nadu,Sivaganga,2023,813.7
Tamil Nadu,T.V. Malai,2019,1107.1
Tamil Nadu,THIRUVALLUR,2022,917.6
Tamil Nadu,THIRUVAN0MALAI,2019,1070.2
Tamil Nadu,TIRUNELVELI,2019,898.6
Tamil Nadu,TIRUPUR,2019,706.0
Tamil Nadu,TUTICORIN,2019,1048.3
Tamil Nadu,Thanjavur,2019,1076.8
Tamil Nadu,Thanjavur,2022,905.9
Tamil Nadu,Thanjavur,2023,958.0
Tamil Nadu,Theni,2019,794.2
Tamil Nadu,Theni,2021,728.4
Tamil Nadu,Theni,2022,703.2
Tamil Nadu,Theni,2023,648.3
Tamil Nadu,Thiruvallur,2023,923.3
Tamil Nadu,Thiruvannamalai,2021,920.7
Tamil Nadu,Thiruvannamalai,2022,934.7
Tamil Nadu,Thiruvannamalai,2023,931.2
Tamil Nadu,Tirunelveli,2021,840.1
Tamil Nadu,Tirunelveli,2022,811.1
Tamil Nadu,Tirunelveli,2023,779.6
Tamil Nadu,Tiruppur,2022,899.8
Tamil Nadu,Tiruvallur,2019,1293.9
Tamil Nadu,Tiruvallur,2020,1237.1
Tamil Nadu,Tiruvallur,2021,1112.2
Tamil Nadu,Tiruvallur,2022,1070.6
Tamil Nadu,Tiruvallur,2023,1106.4
Tamil Nadu,Tiruvarur,2019,1269.4
Tamil Nadu,Tiruvarur,2022,1066.9
Tamil Nadu,Tiruvarur,2023,1126.3
Tamil Nadu,Trichy,2019,1090.4
Tamil Nadu,Trichy,2022,866.4
Tamil Nadu,Trichy,2023,878.9
Tamil Nadu,Tuticorin,2021,916.4
Tamil Nadu,Tuticorin,2022,888.7
Tamil Nadu,Tuticorin,2023,897.9
Tamil Nadu,VIRUDHU0GAR,2019,1082.3
Tamil Nadu,Vellore,2019,1045.4
Tamil Nadu,Vellore,2021,938.0
Tamil Nadu,Vellore,2022,867.0
Tamil Nadu,Vellore,2023,910.1
Tamil Nadu,Villupuram,2019,1053.0
Tamil Nadu,Villupuram,2021,995.9
Tamil Nadu,Villupuram,2022,914.5
Tamil Nadu,Villupuram,2023,868.7
Tamil Nadu,Virudhunagar,2021,826.2
Tamil Nadu,Virudhunagar,2022,757.4
Tamil Nadu,Virudhunagar,2023,785.3
Telangana,ADILABAD,2019,1179.0
Telangana,ADILABAD,2022,1018.6
Telangana,Adilabad,2022,1090.3
Telangana,Adilabad,2023,1024.1
Telangana,B.Kothagudem,2023,1068.9
Telangana,HYDERABAD,2019,915.8
Telangana,HYDERABAD,2022,811.7
Telangana,Hanamkonda,2023,1054.1
Telangana,Hyderabad,2021,843.9
Telangana,Hyderabad,2022,784.6
Telangana,Hyderabad,2023,777.2
Telangana,J.Bhupalapally,2023,985.7
Telangana,Jagtial,2023,1013.7
Telangana,Jangaon,2023,1049.8
Telangana,Jogulamba,2023,1079.3
Telangana,KARIMNAGAR,2019,1117.8
Telangana,KARIMNAGAR,2022,945.5
Telangana,KHAMMAM,2019,1239.1
Telangana,KHAMMAM,2022,1046.2
Telangana,Kamareddy,2023,1009.2
Telangana,Karimnagar,2022,958.5
Telangana,Karimnagar,2023,936.7
Telangana,Kb Asifabad,2023,1040.2
Telangana,Khammam,2022,989.2
Telangana,Khammam,2023,1023.8
Telangana,MAHABUBNAGAR,2019,801.0
Telangana,MAHBUBNAGAR,2022,1071.7
Telangana,MEDAK,2019,1019.3
Telangana,MEDAK,2022,856.6
Telangana,Mahabubabad,2023,1083.3
Telangana,Mahabubnagar,2023,660.5
Telangana,Mancherial,2023,1026.0
Telangana,Medak,2021,871.3
Telangana,Medak,2022,887.8
Telangana,Medak,2023,903.2
Telangana,Medchal Malkanjgiri,2023,1011.3
Telangana,Mulugu,2023,1071.1
Telangana,NALGONDA,2019,819.2
Telangana,NALGONDA,2022,744.2
Telangana,NIZAMABAD,2019,1231.6
Telangana,NIZAMABAD,2022,1057.7
Telangana,Nagarkurnool,2023,984.2
Telangana,Nalgonda,2022,748.0
Telangana,Nalgonda,2023,731.1
Telangana,Narayanpet,2023,1013.8
Telangana,Nirmal,2023,1068.1
Telangana,Nizamabad,2022,1004.0
Telangana,Nizamabad,2023,1064.6
Telangana,Pedapalle,2023,993.9
Telangana,R. Sircilla,2023,1055.1
Telangana,RANGA REDDY,2019,1214.9
Telangana,RANGA REDDY,2022,992.3
Telangana,Ranga Reddy,2021,1060.9
Telangana,Ranga Reddy,2022,983.6
Telangana,Rangareddy,2023,788.8
Telangana,Sangareddy,2023,1013.5
Telangana,Siddipet,2023,1044.2
Telangana,Suryapet,2023,1013.0
Telangana,Vikarabad,2023,1013.3
Telangana,WARANGAL,2019,1112.0
Telangana,WARANGAL,2022,885.8
Telangana,Wanaparthy,2023,1075.7
Telangana,Warangal,2022,960.4
Telangana,Warangal,2023,943.3
Telangana,Yadadri Bhuvanagiri,2023,1043.6
Tripura,Cachar,2020,3397.4
Tripura,Dhalai,2019,2676.9
Tripura,Dhalai,2021,2382.7
Tripura,Dhalai,2022,2300.3
Tripura,Dhalai,2023,2431.4
Tripura,East Khasi Hills,2020,2576.5
Tripura,Gomati,2019,2749.6
Tripura,Gomati,2022,2445.8
Tripura,Gomti,2019,2824.0
Tripura,Gomti,2021,2459.6
Tripura,Gomti,2023,2228.7
Tripura,Hailakandi,2019,3006.6
Tripura,Hailakandi,2020,2912.2
Tripura,Karimganj,2020,3826.1
Tripura,Khowai,2019,2616.3
Tripura,Khowai,2021,2554.9
Tripura,Khowai,2022,2369.8
Tripura,Khowai,2023,2407.1
Tripura,North Tripura,2019,3016.1
Tripura,North Tripura,2020,2900.2
Tripura,North Tripura,2021,2619.9
Tripura,North Tripura,2022,2466.0
Tripura,North Tripura,2023,2437.8
Tripura,Ri-Bhoi,2020,2292.3
Tripura,Sepahijala,2019,2801.7
Tripura,Sepahijala,2020,2729.8
Tripura,Sepahijala,2021,2550.7
Tripura,Sepahijala,2022,2317.2
Tripura,Sepahijala,2023,2355.3
Tripura,South Tripura,2019,2758.7
Tripura,South Tripura,2020,2722.9
Tripura,South Tripura,2021,2500.3
Tripura,South Tripura,2022,2265.8
Tripura,South Tripura,2023,2329.8
Tripura,Unakoti,2019,2619.1
Tripura,Unakoti,2020,2671.0
Tripura,Unakoti,2021,2451.3
Tripura,Unakoti,2022,2365.9
Tripura,Unakoti,2023,2435.4
Tripura,West Tripura,2019,2540.7
Tripura,West Tripura,2020,2553.2
Tripura,West Tripura,2021,2265.3
Tripura,West Tripura,2022,2178.3
Tripura,West Tripura,2023,2057.3
Tripura,West jaintia Hills,2020,2635.9
Uttar Pradesh,AGRA,2022,718.1
Uttar Pradesh,Agra,2019,849.7
Uttar Pradesh,Agra,2021,732.0
Uttar Pradesh,Agra,2023,701.9
Uttar Pradesh,Aligarh,2019,829.2
Uttar Pradesh,Aligarh,2021,799.3
Uttar Pradesh,Aligarh,2022,712.5
Uttar Pradesh,Aligarh,2023,723.4
Uttar Pradesh,Allahabad,2019,962.7
Uttar Pradesh,Allahabad,2020,994.7
Uttar Pradesh,Allahabad,2022,829.8
Uttar Pradesh,Allahabad/ Prayagraj,2023,871.8
Uttar Pradesh,Ambedkar Nagar,2021,1004.8
Uttar Pradesh,Ambedkar Nagar,2023,905.4
Uttar Pradesh,Ambedkar nagar,2022,905.6
Uttar Pradesh,Ambedkarnagar,2019,1021.5
Uttar Pradesh,Amethi,2023,856.5
Uttar Pradesh,Amroha,2023,862.9
Uttar Pradesh,Auraiya,2019,878.7
Uttar Pradesh,Auraiya,2021,828.1
Uttar Pradesh,Auraiya,2022,768.7
Uttar Pradesh,Auraiya,2023,764.2
Uttar Pradesh,Auriya,2022,879.6
Uttar Pradesh,Ayodhya,2023,936.9
Uttar Pradesh,Azamgarh,2019,1152.1
Uttar Pradesh,Azamgarh,2020,1105.9
Uttar Pradesh,Azamgarh,2021,1060.0
Uttar Pradesh,Azamgarh,2022,956.4
Uttar Pradesh,Azamgarh,2023,979.4
Uttar Pradesh,BAHRAICH,2022,1080.5
Uttar Pradesh,BALRAMPUR,2022,1216.9
Uttar Pradesh,BANDA,2022,886.0
Uttar Pradesh,BASTI,2022,1019.1
Uttar Pradesh,BIJNOR,2022,1068.3
Uttar Pradesh,Baghpat,2021,911.0
Uttar Pradesh,Baghpat,2022,877.9
Uttar Pradesh,Baghpat,2023,888.7
Uttar Pradesh,Bagpat,2019,705.2
Uttar Pradesh,Bagpat,2020,698.0
Uttar Pradesh,Bahraich,2019,1315.0
Uttar Pradesh,Bahraich,2021,1161.5
Uttar Pradesh,Bahraich,2023,1091.3
Uttar Pradesh,Ballia,2019,1001.6
Uttar Pradesh,Ballia,2021,948.7
Uttar Pradesh,Ballia,2022,912.2
Uttar Pradesh,Ballia,2023,900.5
Uttar Pradesh,Balrampur,2019,1304.3
Uttar Pradesh,Balrampur,2021,1252.3
Uttar Pradesh,Balrampur,2022,1120.4
Uttar Pradesh,Balrampur,2023,1144.6
Uttar Pradesh,Banda,2020,982.8
Uttar Pradesh,Banda,2021,943.5
Uttar Pradesh,Banda,2022,903.2
Uttar Pradesh,Banda,2023,852.4
Uttar Pradesh,Barabanki,2019,1147.5
Uttar Pradesh,Barabanki,2021,1040.3
Uttar Pradesh,Barabanki,2022,979.1
Uttar Pradesh,Barabanki,2023,954.5
Uttar Pradesh,Bareilly,2019,1087.4
Uttar Pradesh,Bareilly,2021,1011.4
Uttar Pradesh,Bareilly,2022,896.6
Uttar Pradesh,Bareilly,2023,897.5
Uttar Pradesh,Basti,2019,1152.0
Uttar Pradesh,Basti,2021,1098.5
Uttar Pradesh,Basti,2022,1015.8
Uttar Pradesh,Basti,2023,1016.8
Uttar Pradesh,Bhadohi,2020,1027.1
Uttar Pradesh,Bijnor,2019,1202.6
Uttar Pradesh,Bijnor,2021,1019.7
Uttar Pradesh,Bijnor,2023,1032.0
Uttar Pradesh,Budaun,2019,1094.4
Uttar Pradesh,Budaun,2021,956.5
Uttar Pradesh,Budaun,2022,931.7
Uttar Pradesh,Budaun,2023,918.2
Uttar Pradesh,Bula0sahar,2019,1011.1
Uttar Pradesh,Bulandshahar,2022,761.7
Uttar Pradesh,Bulandshahar,2023,700.5
Uttar Pradesh,Bulandshahr,2021,949.1
Uttar Pradesh,Bulandshahr,2022,866.0
Uttar Pradesh,Bulandshar,2022,854.3
Uttar Pradesh,CHITRAKOOT,2022,891.1
Uttar Pradesh,Cha0auli,2019,1029.4
Uttar Pradesh,Chandauli,2020,1033.6
Uttar Pradesh,Chandauli,2021,947.4
Uttar Pradesh,Chandauli,2022,851.9
Uttar Pradesh,Chandauli,2023,859.0
Uttar Pradesh,Chitrakoot,2019,1057.2
Uttar Pradesh,Chitrakoot,2020,1025.1
Uttar Pradesh,Chitrakoot,2021,967.6
Uttar Pradesh,Chitrakoot,2023,911.8
Uttar Pradesh,Deoria,2019,1237.0
Uttar Pradesh,Deoria,2021,1096.8
Uttar Pradesh,Deoria,2022,1014.6
Uttar Pradesh,Deoria,2023,1039.5
Uttar Pradesh,ETAH,2022,656.5
Uttar Pradesh,Etah,2019,770.6
Uttar Pradesh,Etah,2021,727.7
Uttar Pradesh,Etah,2023,667.9
Uttar Pradesh,Etawah,2019,939.8
Uttar Pradesh,Etawah,2021,847.8
Uttar Pradesh,Etawah,2022,807.7
Uttar Pradesh,Etawah,2023,812.3
Uttar Pradesh,FARRUKHABAD,2022,796.6
Uttar Pradesh,FATEHPUR,2022,844.7
Uttar Pradesh,FIROZABAD,2022,725.5
Uttar Pradesh,Faizabad,2019,1209.6
Uttar Pradesh,Faizabad,2021,1114.0
Uttar Pradesh,Faizabad,2022,1068.7
Uttar Pradesh,Faizabad / Ayodhya,2023,915.0
Uttar Pradesh,Farrukhabad,2019,926.9
Uttar Pradesh,Farrukhabad,2023,775.4
Uttar Pradesh,Fatehpur,2019,999.7
Uttar Pradesh,Fatehpur,2020,961.9
Uttar Pradesh,Fatehpur,2021,941.4
Uttar Pradesh,Fatehpur,2022,847.0
Uttar Pradesh,Fatehpur,2023,830.6
Uttar Pradesh,Ferrukabad,2021,901.0
Uttar Pradesh,Firozabad,2019,854.3
Uttar Pradesh,Firozabad,2021,768.2
Uttar Pradesh,Firozabad,2023,708.1
Uttar Pradesh,G.B nagar,2022,859.7
Uttar Pradesh,G.B. Nagar,2023,890.0
Uttar Pradesh,G.B.Nagar,2022,881.2
Uttar Pradesh,GONDA,2022,1109.8
Uttar Pradesh,GORAKHPUR,2022,1271.3
Uttar Pradesh,Gautam Buddha,2022,620.6
Uttar Pradesh,Gautam Buddha Nagar,2021,919.2
Uttar Pradesh,Gautam Budhha,2019,1102.3
Uttar Pradesh,Gaziabad,2022,894.0
Uttar Pradesh,Ghaziabad,2019,858.8
Uttar Pradesh,Ghaziabad,2020,805.2
Uttar Pradesh,Ghaziabad,2021,757.5
Uttar Pradesh,Ghaziabad,2022,686.3
Uttar Pradesh,Ghaziabad,2023,720.7
Uttar Pradesh,Ghazipur,2019,1146.2
Uttar Pradesh,Ghazipur,2020,1072.9
Uttar Pradesh,Ghazipur,2021,940.4
Uttar Pradesh,Ghazipur,2022,892.1
Uttar Pradesh,Ghazipur,2023,925.6
Uttar Pradesh,Gonda,2021,1109.5
Uttar Pradesh,Gonda,2023,1038.5
Uttar Pradesh,Gorakhpur,2019,1509.8
Uttar Pradesh,Gorakhpur,2021,1319.4
Uttar Pradesh,Gorakhpur,2023,1231.5
Uttar Pradesh,HAMIRPUR,2022,1396.2
Uttar Pradesh,Hamirpur,2019,1510.7
Uttar Pradesh,Hamirpur,2020,1627.7
Uttar Pradesh,Hamirpur,2021,1387.6
Uttar Pradesh,Hamirpur,2022,1394.7
Uttar Pradesh,Hamirpur,2023,1356.3
Uttar Pradesh,Hapur,2023,927.5
Uttar Pradesh,Hardoi,2019,1058.9
Uttar Pradesh,Hardoi,2021,889.8
Uttar Pradesh,Hardoi,2022,902.9
Uttar Pradesh,Hardoi,2023,853.6
Uttar Pradesh,Hathras,2019,1039.0
Uttar Pradesh,Hathras,2022,883.8
Uttar Pradesh,Hathras,2023,901.8
Uttar Pradesh,J P NAGAR,2022,867.1
Uttar Pradesh,J P Nagar,2019,1056.6
Uttar Pradesh,J.P. Nagar,2021,949.8
Uttar Pradesh,Jalaun,2019,983.8
Uttar Pradesh,Jalaun,2021,891.6
Uttar Pradesh,Jalaun,2022,814.3
Uttar Pradesh,Jalaun,2023,803.0
Uttar Pradesh,Jaunpur,2019,1039.3
Uttar Pradesh,Jaunpur,2020,1023.0
Uttar Pradesh,Jaunpur,2021,916.0
Uttar Pradesh,Jaunpur,2022,895.7
Uttar Pradesh,Jaunpur,2023,889.1
Uttar Pradesh,Jhansi,2019,1072.4
Uttar Pradesh,Jhansi,2021,927.5
Uttar Pradesh,Jhansi,2022,862.2
Uttar Pradesh,Jhansi,2023,882.7
Uttar Pradesh,KANNAUJ,2022,817.6
Uttar Pradesh,KASHIRAMNAGAR,2022,893.1
Uttar Pradesh,Kannauj,2019,1005.1
Uttar Pradesh,Kannauj,2021,892.3
Uttar Pradesh,Kannauj,2023,839.8
Uttar Pradesh,Kanpur Dehat,2019,989.5
Uttar Pradesh,Kanpur Dehat,2021,880.9
Uttar Pradesh,Kanpur Dehat,2022,815.7
Uttar Pradesh,Kanpur Dehat,2023,811.4
Uttar Pradesh,Kanpur Nagar,2019,897.7
Uttar Pradesh,Kanpur Nagar,2020,852.7
Uttar Pradesh,Kanpur Nagar,2021,790.0
Uttar Pradesh,Kanpur Nagar,2022,723.1
Uttar Pradesh,Kanpur Nagar,2023,756.2
Uttar Pradesh,Kasganj,2021,950.0
Uttar Pradesh,Kasganj,2023,873.7
Uttar Pradesh,Kaushambi,2019,991.9
Uttar Pradesh,Kaushambi,2021,888.0
Uttar Pradesh,Kaushambi,2022,828.0
Uttar Pradesh,Kaushambi,2023,812.7
Uttar Pradesh,Kushinagar,2019,1513.2
Uttar Pradesh,Kushinagar,2021,1264.8
Uttar Pradesh,Kushinagar,2022,1283.2
Uttar Pradesh,Kushinagar,2023,1200.2
Uttar Pradesh,Lakhimpur,2022,2766.8
Uttar Pradesh,Lakhimpur,2023,2627.5
Uttar Pradesh,Lakhimpur Kheri,2023,932.0
Uttar Pradesh,Lakhimpur Khiri,2019,1097.7
Uttar Pradesh,Lalitpur,2019,1098.1
Uttar Pradesh,Lalitpur,2021,1020.4
Uttar Pradesh,Lalitpur,2022,1019.3
Uttar Pradesh,Lalitpur,2023,970.9
Uttar Pradesh,Lucknow,2019,1009.2
Uttar Pradesh,Lucknow,2021,884.2
Uttar Pradesh,Lucknow,2022,821.8
Uttar Pradesh,Lucknow,2023,814.4
Uttar Pradesh,MAHOBA,2022,778.1
Uttar Pradesh,MAINPURI,2022,721.9
Uttar Pradesh,MBhaaunnjaatnh,2023,887.9
Uttar Pradesh,MBhaaunnjaatnh Bhanjan,2023,899.1
Uttar Pradesh,MORADABAD,2022,932.6
Uttar Pradesh,Mahamaya Nagar,2021,953.2
Uttar Pradesh,Mahamaya Nagar,2022,931.0
Uttar Pradesh,Maharajganj,2019,1601.5
Uttar Pradesh,Maharajganj,2021,1362.5
Uttar Pradesh,Maharajganj,2023,1348.5
Uttar Pradesh,Mahoba,2019,963.2
Uttar Pradesh,Mahoba,2020,936.7
Uttar Pradesh,Mahoba,2021,883.1
Uttar Pradesh,Mahoba,2023,777.9
Uttar Pradesh,Mahrajganj,2022,863.0
Uttar Pradesh,Mainpuri,2019,852.4
Uttar Pradesh,Mainpuri,2021,736.4
Uttar Pradesh,Mainpuri,2023,727.9
Uttar Pradesh,Mathura,2020,743.0
Uttar Pradesh,Mathura,2021,620.9
Uttar Pradesh,Mathura,2022,640.2
Uttar Pradesh,Mathura,2023,613.4
Uttar Pradesh,Mau,2020,1223.5
Uttar Pradesh,Maunath,2023,909.5
Uttar Pradesh,Maunath Bhanjan,2019,1095.8
Uttar Pradesh,Maunath Bhanjan,2022,854.9
Uttar Pradesh,Maunath Bhanjan,2023,896.0
Uttar Pradesh,Meerut,2019,1028.8
Uttar Pradesh,Meerut,2020,1022.9
Uttar Pradesh,Meerut,2021,926.3
Uttar Pradesh,Meerut,2022,831.4
Uttar Pradesh,Meerut,2023,845.6
Uttar Pradesh,Mirzapur,2019,1087.9
Uttar Pradesh,Mirzapur,2020,1126.8
Uttar Pradesh,Mirzapur,2021,971.2
Uttar Pradesh,Mirzapur,2022,915.7
Uttar Pradesh,Mirzapur,2023,986.1
Uttar Pradesh,Moradabad,2019,1038.5
Uttar Pradesh,Moradabad,2021,1031.9
Uttar Pradesh,Moradabad,2023,949.8
Uttar Pradesh,Muzaffarnagar,2019,987.4
Uttar Pradesh,Muzaffarnagar,2020,927.9
Uttar Pradesh,Muzaffarnagar,2021,818.6
Uttar Pradesh,Muzaffarnagar,2022,836.4
Uttar Pradesh,Muzaffarnagar,2023,844.3
Uttar Pradesh,Pilibhit,2019,1301.5
Uttar Pradesh,Pilibhit,2022,1047.3
Uttar Pradesh,Pilibhit,2023,1113.6
Uttar Pradesh,Pratapgarh,2019,1065.9
Uttar Pradesh,Pratapgarh,2020,1044.8
Uttar Pradesh,Pratapgarh,2021,959.0
Uttar Pradesh,Pratapgarh,2022,917.7
Uttar Pradesh,Pratapgarh,2023,897.1
Uttar Pradesh,Prayagraj,2021,907.0
Uttar Pradesh,Prayagraj,2023,897.0
Uttar Pradesh,RAMPUR,2022,952.2
Uttar Pradesh,Raebareli,2023,889.8
Uttar Pradesh,Rai Bareli,2022,889.8
Uttar Pradesh,Raibareli,2019,1005.4
Uttar Pradesh,Raibareli,2021,931.6
Uttar Pradesh,Raibareli,2022,863.2
Uttar Pradesh,Rampur,2019,1199.2
Uttar Pradesh,Rampur,2021,1093.9
Uttar Pradesh,Rampur,2023,951.6
Uttar Pradesh,SHRAWASTI,2022,939.0
Uttar Pradesh,SIDDHARTH NAGAR,2022,900.1
Uttar Pradesh,SULTANPUR,2022,870.0
Uttar Pradesh,Saharanpur,2019,1015.4
Uttar Pradesh,Saharanpur,2020,1050.7
Uttar Pradesh,Saharanpur,2021,982.4
Uttar Pradesh,Saharanpur,2022,924.8
Uttar Pradesh,Saharanpur,2023,865.3
Uttar Pradesh,Sahjahanpur,2022,859.8
Uttar Pradesh,Sambhal,2023,889.4
Uttar Pradesh,Sant Kabir Nagar,2021,926.5
Uttar Pradesh,Sant Kabir Nagar,2023,874.1
Uttar Pradesh,Sant Kabir nagar,2022,878.4
Uttar Pradesh,Sant Rabidas Nagar,2020,1073.0
Uttar Pradesh,Sant Ravidas Nagar,2019,1096.1
Uttar Pradesh,Sant Ravidas Nagar,2021,936.9
Uttar Pradesh,Sant Ravidas Nagar,2022,934.6
Uttar Pradesh,Sant Ravidas Nagar,2023,882.1
Uttar Pradesh,Shahjahanpur,2019,1109.3
Uttar Pradesh,Shahjahanpur,2023,924.1
Uttar Pradesh,Shamli,2023,910.7
Uttar Pradesh,Shrawasti,2019,1101.3
Uttar Pradesh,Shrawasti,2021,955.7
Uttar Pradesh,Shrawasti,2023,885.3
Uttar Pradesh,Siddharth Nagar,2019,1066.5
Uttar Pradesh,Siddharth Nagar,2021,910.2
Uttar Pradesh,Siddharth Nagar,2023,933.0
Uttar Pradesh,Sitapur,2019,1104.0
Uttar Pradesh,Sitapur,2021,988.2
Uttar Pradesh,Sitapur,2022,951.2
Uttar Pradesh,Sitapur,2023,954.9
Uttar Pradesh,Sonbhadra,2019,1079.3
Uttar Pradesh,Sonbhadra,2020,1137.8
Uttar Pradesh,Sonbhadra,2021,988.7
Uttar Pradesh,Sonbhadra,2022,984.2
Uttar Pradesh,Sonbhadra,2023,994.7
Uttar Pradesh,St Ravidasnagar,2022,925.4
Uttar Pradesh,St. Kabir Nagar,2019,1056.5
Uttar Pradesh,Sultanpur,2019,1041.0
Uttar Pradesh,Sultanpur,2021,901.7
Uttar Pradesh,Sultanpur,2022,912.3
